L21,cubic millimetre per cubic metre ,
L23,mole per hour ,
L24,mole per kilogram kelvin ,
L25,mole per kilogram bar ,
L26,mole per litre kelvin ,
L27,mole per litre bar ,
L28,mole per cubic metre kelvin ,
L29,mole per cubic metre bar ,
L30,mole per minute ,
L31,milliroentgen aequivalent men ,
L32,nanogram per kilogram ,
L33,ounce (avoirdupois) per day ,
L34,ounce (avoirdupois) per hour ,
L35,ounce (avoirdupois) per minute ,
L36,ounce (avoirdupois) per second ,
L37,ounce (avoirdupois) per gallon (UK) ,
L38,ounce (avoirdupois) per gallon (US) ,
L39,ounce (avoirdupois) per cubic inch ,
L40,ounce (avoirdupois)-force ,
L41,ounce (avoirdupois)-force inch ,
L42,picosiemens per metre ,
L43,peck (UK) ,
L44,peck (UK) per day ,
L45,peck (UK) per hour ,
L46,peck (UK) per minute ,
L47,peck (UK) per second ,
L48,peck (US dry) per day ,
L49,peck (US dry) per hour ,
L50,peck (US dry) per minute ,
L51,peck (US dry) per second ,
L52,psi per psi ,
L53,pint (UK) per day ,
L54,pint (UK) per hour ,
L55,pint (UK) per minute ,
L56,pint (UK) per second ,
L57,pint (US liquid) per day ,
L58,pint (US liquid) per hour ,
L59,pint (US liquid) per minute ,
L60,pint (US liquid) per second ,
L61,pint (US dry) Use dry pint (common code PTD) ,
L62,quart (US dry) Use dry quart (US) (common code QTD) ,
L63,slug per day ,
L64,slug per foot second ,
L65,slug per cubic foot ,
L66,slug per hour ,
L67,slug per minute ,
L68,slug per second ,
L69,tonne per kelvin ,
L70,tonne per bar ,
L71,tonne per day ,
L72,tonne per day kelvin ,
L73,tonne per day bar ,
L74,tonne per hour kelvin ,
L75,tonne per hour bar ,
L76,tonne per cubic metre kelvin ,
L77,tonne per cubic metre bar ,
L78,tonne per minute ,
L79,tonne per minute kelvin ,
L80,tonne per minute bar ,
L81,tonne per second ,
L82,tonne per second kelvin ,
L83,tonne per second bar ,
L84,ton (UK shipping) ,
L85,ton long per day ,
L86,ton (US shipping) ,
L87,ton short per degree Fahrenheit ,
L88,ton short per day ,
L89,ton short per hour degree Fahrenheit ,
L90,ton short per hour psi ,
L91,ton short per psi ,
L92,ton (UK long) per cubic yard ,
L93,ton (US short) per cubic yard ,
L94,ton-force (US short) ,
L95,common year ,
L96,sidereal year ,
L98,yard per degree Fahrenheit ,
L99,yard per psi ,
LA,pound per cubic inch ,
LAC,lactose excess percentage ,A unit of proportion defining the percentage of lactose in a product that exceeds a defined percenta
LBR,pound ,
LBT,troy pound (US) ,
LC,linear centimetre ,
LD,litre per day ,
LE,lite ,
LEF,leaf ,A unit of count defining the number of leaves. 
LF,linear foot ,A unit of count defining the number of feet (12-inch) in length of a uniform width object. 
LH,labour hour ,A unit of time defining the number of labour hours. 
LI,linear inch ,
LJ,large spray ,
LK,link ,A unit of distance equal to 0.01 chain. 
LM,linear metre ,A unit of count defining the number of metres in length of a uniform width object. 
LN,length ,A unit of distance defining the linear extent of an item measured from end to end. 
LO,lot [unit of procurement] ,A unit of count defining the number of lots (lot: a collection of associated items). 
LP,liquid pound ,A unit of mass defining the number of pounds of a liquid substance. 
LPA,litre of pure alcohol ,A unit of volume equal to one litre of pure alcohol. 
LR,layer ,A unit of count defining the number of layers. 
LS,lump sum ,A unit of count defining the number of whole or a complete monetary amounts. 
LTN,ton (UK) or long ton (US) Synonym: gross ton (2240 lb) ,
LTR,litre ,
LUB,"metric ton, lubricating oil ",A unit of mass defining the number of metric tons of lubricating oil. 
LUM,lumen ,
LUX,lux ,
LX,linear yard per pound ,
LY,linear yard ,A unit of count defining the number of 36-inch units in length of a uniform width object. 
M0,magnetic tape ,
M1,milligram per litre ,
M10,reciprocal cubic yard ,
M11,cubic yard per degree Fahrenheit ,
M12,cubic yard per day ,
M13,cubic yard per hour ,
M14,cubic yard per psi ,
M15,cubic yard per minute ,
M16,cubic yard per second ,
M17,kilohertz metre ,
M18,gigahertz metre ,
M19,Beaufort ,An empirical measure for describing wind speed based mainly on observed sea conditions. The Beaufort
M20,reciprocal megakelvin or megakelvin to the power minus one ,
M21,reciprocal kilovolt - ampere reciprocal hour ,
M22,millilitre per square centimetre minute ,
M23,newton per centimetre ,
M24,ohm kilometre ,
M25,percent per degree Celsius A,"A unit of proportion, equal to 0.01, in relation to a temperature of one degree. "
M26,gigaohm per metre ,
M27,megahertz metre ,
M29,kilogram per kilogram ,
M30,reciprocal volt ,- ampere reciprocal second 
M31,kilogram per kilometre ,
M32,pascal second per litre ,
M33,millimole per litre ,
M34,newton metre per square metre ,
M35,millivolt - ampere ,
M36,30-day month ,"A unit of count defining the number of months expressed in multiples of 30 days, one day equals 24 h"
M37,actual/360 ,"A unit of count defining the number of years expressed in multiples of 360 days, one day equals 24 h"
M38,kilometre per second squared ,1000-fold of the SI base unit metre divided by the power of the SI base unit second by exponent 2. 
M39,centimetre per second squared 0,"0,01-fold of the SI base unit metre divided by the power of the SI base unit second by exponent 2. "
M4,monetary value ,A unit of measure expressed as a monetary amount. 
M40,yard per second squared ,Unit of the length according to the Anglo-American and Imperial system of units divided by the power
M41,millimetre per second squared ,"0,001-fold of the SI base unit metre divided by the power of the SI base unit second by exponent 2. "
M42,mile (statute mile) per second squared ,Unit of the length according to the Imperial system of units divided by the power of the SI base uni
M43,mil ,"Unit to indicate an angle at military zone, equal to the 6400th part of the full circle of the 360° "
M44,revolution ,Unit to identify an angle of the full circle of 360° or 2·p·rad (Refer ISO/TC12 SI Guide). 
M45,degree [unit of angle] per second squared ,360 part of a full circle divided by the power of the SI base unit second and the exponent 2. 
M46,revolution per minute ,Unit of the angular velocity. 
M47,circular mil ,"Unit of an area, of which the size is given by a diameter of length of 1 mm (0,001 in) based on the "
M48,square mile (based on U.S. survey foot) ,"Unit of the area, which is mainly common in the agriculture and forestry. "
M49,chain (based on U.S. survey foot) ,Unit of the length according the Anglo-American system of units. 
M5,microcurie ,
M50,furlong ,Unit commonly used in Great Britain at rural distances: 1 furlong = 40 rods = 10 chains (UK) = 1/8 m
M51,foot (U.S. survey) ,Unit commonly used in the United States for ordnance survey. 
M52,mile (based on U.S. survey foot) ,Unit commonly used in the United States for ordnance survey. 
M53,metre per pascal ,SI base unit metre divided by the derived SI unit pascal. 
M55,metre per radiant ,Unit of the translation factor for implementation from rotation to linear movement. 
M56,shake ,Unit for a very short period. 
M57,mile per minute ,Unit of velocity from the Imperial system of units. 
M58,mile per second ,Unit of the velocity from the Imperial system of units. 
M59,metre per second pascal ,SI base unit meter divided by the product of SI base unit second and the derived SI unit pascal. 
M60,metre per hour ,SI base unit metre divided by the unit hour. 
M61,inch per year ,Unit of the length according to the Anglo-American and Imperial system of units divided by the unit 
M62,kilometre per second ,1000-fold of the SI base unit metre divided by the SI base unit second. 
M63,inch per minute ,Unit inch according to the Anglo-American and Imperial system of units divided by the unit minute. 
M64,yard per second ,Unit yard according to the Anglo-American and Imperial system of units divided by the SI base unit s
M65,yard per minute ,Unit yard according to the Anglo-American and Imperial system of units divided by the unit minute. 
M66,yard per hour ,Unit yard according to the Anglo-American and Imperial system of units divided by the unit hour. 
M67,acre-foot (based on U.S. survey foot) ,"Unit of the volume, which is used in the United States to measure/gauge the capacity of reservoirs. "
M68,cord (128 ft3) ,Traditional unit of the volume of stacked firewood which has been measured with a cord. 
M69,cubic mile (UK statute) ,Unit of volume according to the Imperial system of units. 
M7,micro-inch ,
M70,"ton, register ",Traditional unit of the cargo capacity. 
M71,cubic metre per pascal ,Power of the SI base unit meter by exponent 3 divided by the derived SI base unit pascal. 
M72,bel ,Logarithmic relationship to base 10. 
M73,kilogram per cubic metre pascal ,SI base unit kilogram divided by the product of the power of the SI base unit metre with exponent 3 
M74,kilogram per pascal ,SI base unit kilogram divided by the derived SI unit pascal. 
M75,kilopound-force ,1000-fold of the unit of the force pound-force (lbf) according to the Anglo-American system of units
M76,poundal ,"Non SI-conforming unit of the power, which corresponds to a mass of a pound multiplied with the acce"
M77,kilogram metre per second squared ,Product of the SI base unit kilogram and the SI base unit metre divided by the power of the SI base 
M78,pond ,"0,001-fold of the unit of the weight, defined as a mass of 1 kg which finds out about a weight stren"
M79,square foot per hour ,Power of the unit foot according to the Anglo-American and Imperial system of units by exponent 2 di
M80,stokes per pascal ,CGS (Centimetre-Gram-Second system) unit stokes divided by the derived SI unit pascal. 
M81,square centimetre per second ,"0,000 1-fold of the power of the SI base unit metre by exponent 2 divided by the SI base unit second"
M82,square metre per second pascal ,Power of the SI base unit metre with the exponent 2 divided by the SI base unit second and the deriv
M83,denier ,Traditional unit for the indication of the linear mass of textile fibers and yarns. 
M84,pound per yard ,Unit for linear mass according to avoirdupois system of units. 
M85,"ton, assay ",Non SI-conforming unit of the mass used in the mineralogy to determine the concentration of precious
M86,pfund ,Outdated unit of the mass used in Germany. 
M87,kilogram per second pascal ,SI base unit kilogram divided by the product of the SI base unit second and the derived SI unit pasc
M88,tonne per month ,Unit tonne divided by the unit month. 
M89,tonne per year ,Unit tonne divided by the unit year with 365 days. 
M9,million Btu per 1000 cubic foot ,
M90,kilopound per hour ,1000-fold of the unit of the mass avoirdupois pound according to the avoirdupois unit system divided
M91,pound per pound ,Proportion of the mass consisting of the avoirdupois pound according to the avoirdupois unit system 
M92,pound-force foot ,Product of the unit pound-force according to the Anglo-American system of units and the unit foot ac
M93,newton metre per radian ,Product of the derived SI unit newton and the SI base unit metre divided by the unit radian. 
M94,kilogram metre ,Unit of imbalance as a product of the SI base unit kilogram and the SI base unit metre. 
M95,poundal foot ,Product of the non SI-conforming unit of the force poundal and the unit foot according to the Anglo-
M96,poundal inch ,Product of the non SI-conforming unit of the force poundal and the unit inch according to the Anglo-
M97,dyne metre ,CGS (Centimetre-Gram-Second system) unit of the rotational moment. 
M98,kilogram centimetre per second ,"Product of the SI base unit kilogram and the 0,01-fold of the SI base unit metre divided by the SI b"
M99,gram centimetre per second ,"Product of the 0,001-fold of the SI base unit kilogram and the 0,01-fold of the SI base unit metre d"
MA,machine per unit ,
MAH,megavolt ampere reactive hour ,A unit of electrical reactive power defining the total amount of reactive power across a power syste
MAL,megalitre ,
MAM,megametre ,
MAR,megavar ,A unit of electrical reactive power represented by a current of one thousand amperes flowing due a p
MAW,megawatt ,A unit of power defining the rate of energy transferred or consumed when a current of 1000 amperes f
MBE,thousand standard brick equivalent ,A unit of count defining the number of one thousand brick equivalent units. 
MBF,thousand board foot ,A unit of volume equal to one thousand board foot. 
MBR,millibar ,
MC,microgram ,
MCU,millicurie ,
MD,air dry metric ton ,"A unit of count defining the number of metric tons of a product, disregarding the water content of t"
MF,milligram per square foot per side ,
MGM,milligram ,
MHZ,megahertz ,
MIK,square mile (statute mile) ,
MIL,thousand ,
MIN,minute [unit of time] ,
MIO,million ,
MIU,million international unit ,A unit of count defining the number of international units in multiples of 10?. 
MK,milligram per square inch ,
MLD,milliard ,Synonym: billion (US) 
MLT,millilitre ,
MMK,square millimetre ,
MMQ,cubic millimetre ,
MMT,millimetre ,
MND,"kilogram, dry weight ","A unit of mass defining the number of kilograms of a product, disregarding the water content of the "
MON,month ,"Unit of time equal to 1/12 of a year of 365,25 days. "
MPA,megapascal ,
MQ,thousand metre ,
MQH,cubic metre per hour ,
MQS,cubic metre per second ,
MSK,metre per second squared ,
MT,mat ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
MTK,square metre ,
MTQ,cubic metre ,Synonym: metre cubed 
MTR,metre ,
MTS,metre per second ,
MV,number of mults ,
MVA,megavolt - ampere ,
MWH,megawatt hour (1000 kW.h) ,A unit of power defining the total amount of bulk energy transferred or consumed. 
N1,pen calorie ,A unit of count defining the number of calories prescribed daily for parenteral/enteral therapy. 
N10,pound foot per second ,Product of the avoirdupois pound according to the avoirdupois unit system and the unit foot accordin
N11,pound inch per second ,Product of the avoirdupois pound according to the avoirdupois unit system and the unit inch accordin
N12,Pferdestaerke ,"Obsolete unit of the power relating to DIN 1301-3:1979: 1 PS = 735,498 75 W. "
N13,centimetre of mercury (0 ºC) ,"Non SI-conforming unit of pressure, at which a value of 1 cmHg meets the static pressure, which is g"
N14,centimetre of water (4 ºC) ,"Non SI-conforming unit of pressure, at which a value of 1 cmH2O meets the static pressure, which is "
N15,foot of water (39.2 ºF) ,"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, wh"
N16,inch of mercury (32 ºF) ,"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, wh"
N17,inch of mercury (60 ºF) ,"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, wh"
N18,inch of water (39.2 ºF) ,"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, wh"
N19,inch of water (60 ºF) ,"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, wh"
N2,number of lines ,
N20,kip per square inch ,Non SI-conforming unit of the pressure according to the Anglo-American system of units as the 1000-f
N21,poundal per square foot ,"Non SI-conforming unit of pressure by the Imperial system of units according to NIST: 1 pdl/ft² = 1,"
N22,ounce (avoirdupois) per square inch ,Unit of the surface specific mass (avoirdupois ounce according to the avoirdupois system of units ac
N23,conventional metre of water ,"Not SI-conforming unit of pressure, whereas a value of 1 mH2O is equivalent to the static pressure, "
N24,gram per square millimetre ,"0,001-fold of the SI base unit kilogram divided by the 0.000 001-fold of the power of the SI base un"
N25,pound per square yard ,Unit for areal-related mass as a unit pound according to the avoirdupois unit system divided by the 
N26,poundal per square inch ,Non SI-conforming unit of the pressure according to the Imperial system of units (poundal by square 
N27,foot to the fourth power ,Power of the unit foot according to the Anglo-American and Imperial system of units by exponent 4 ac
N28,cubic decimetre per kilogram ,"0,001 fold of the power of the SI base unit meter by exponent 3 divided by the SI based unit kilogra"
N29,cubic foot per pound ,Power of the unit foot according to the Anglo-American and Imperial system of units by exponent 3 di
N3,print point ,
N30,cubic inch per pound ,Power of the unit inch according to the Anglo-American and Imperial system of units by exponent 3 di
N31,kilonewton per metre ,1000-fold of the derived SI unit newton divided by the SI base unit metre. 
N32,poundal per inch ,Non SI-conforming unit of the surface tension according to the Imperial unit system as quotient poun
N33,pound-force per yard ,Unit of force per unit length based on the Anglo-American system of units. 
N34,poundal second per square foot ,Non SI-conforming unit of viscosity. 
N35,poise per pascal ,CGS (Centimetre-Gram-Second system) unit poise divided by the derived SI unit pascal. 
N36,newton second per square metre ,Unit of the dynamic viscosity as a product of unit of the pressure (newton by square metre) multipli
N37,kilogram per metre second ,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre 
N38,kilogram per metre minute ,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre 
N39,kilogram per metre day ,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre 
N40,kilogram per metre hour ,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre 
N41,gram per centimetre second ,"Unit of the dynamic viscosity as a quotient of the 0,001-fold of the SI base unit kilogram divided b"
N42,poundal second per square inch ,Non SI-conforming unit of dynamic viscosity according to the Imperial system of units as product uni
N43,pound per foot minute ,Unit of the dynamic viscosity according to the Anglo-American unit system. 
N44,pound per foot day ,Unit of the dynamic viscosity according to the Anglo-American unit system. 
N45,cubic metre per second pascal ,Power of the SI base unit meter by exponent 3 divided by the product of the SI base unit second and 
N46,foot poundal ,Unit of the work (force-path). 
N47,inch poundal ,Unit of work (force multiplied by path) according to the Imperial system of units as a product unit 
N48,watt per square centimetre ,"Derived SI unit watt divided by the power of the 0,01-fold the SI base unit metre by exponent 2. "
N49,watt per square inch ,Derived SI unit watt divided by the power of the unit inch according to the Anglo-American and Imper
N50,British thermal unit (international table) per square foot hour ,Unit of the surface heat flux according to the Imperial system of units. 
N51,British thermal unit (thermochemical) per square foot hour ,Unit of the surface heat flux according to the Imperial system of units. 
N52,British thermal unit (thermochemical) per square foot minute ,Unit of the surface heat flux according to the Imperial system of units. 
N53,British thermal unit (international table) per square foot second ,Unit of the surface heat flux according to the Imperial system of units. 
N54,British thermal unit (thermochemical) per square foot second ,Unit of the surface heat flux according to the Imperial system of units. 
N55,British thermal unit (international table) per square inch second ,Unit of the surface heat flux according to the Imperial system of units. 
N56,calorie (thermochemical) per square centimetre minute ,Unit of the surface heat flux according to the Imperial system of units. 
N57,calorie (thermochemical) per square centimetre second ,Unit of the surface heat flux according to the Imperial system of units. 
N58,British thermal unit (international table) per cubic foot ,Unit of the energy density according to the Imperial system of units. 
N59,British thermal unit (thermochemical) per cubic foot ,Unit of the energy density according to the Imperial system of units. 
N60,British thermal unit (international table) per degree Fahrenheit ,Unit of the heat capacity according to the Imperial system of units. 
N61,British thermal unit (thermochemical) per degree Fahrenheit ,Unit of the heat capacity according to the Imperial system of units. 
N62,British thermal unit (international table) per degree Rankine ,Unit of the heat capacity according to the Imperial system of units. 
N63,British thermal unit (thermochemical) per degree Rankine ,Unit of the heat capacity according to the Imperial system of units. 
N64,British thermal unit (thermochemical) per pound degree Rankine ,Unit of the heat capacity (British thermal unit according to the international table according to th
N65,kilocalorie (international table) per gram kelvin ,Unit of the mass-related heat capacity as quotient 1000-fold of the calorie (international table) di
N66,British thermal unit (39 ºF) ,Unit of heat energy according to the Imperial system of units in a reference temperature of 39 °F. 
N67,British thermal unit (59 ºF) ,Unit of heat energy according to the Imperial system of units in a reference temperature of 59 °F. 
N68,British thermal unit (60 ºF) ,Unit of head energy according to the Imperial system of units at a reference temperature of 60 °F. 
N69,calorie (20 ºC) ,"Unit for quantity of heat, which is to be required for 1 g air free water at a constant pressure fro"
N70,quad (1015 BtuIT) ,Unit of heat energy according to the imperial system of units. 
N71,therm (EC) ,"Unit of heat energy in commercial use, within the EU defined: 1 thm (EC) = 100 000 BtuIT. "
N72,therm (U.S.) ,Unit of heat energy in commercial use. 
N73,British thermal unit (thermochemical) per pound ,Unit of the heat energy according to the Imperial system of units divided the unit avoirdupois pound
N74,British thermal unit (international table) per hour square foot degree Fahrenheit ,Unit of the heat transition coefficient according to the Imperial system of units. 
N75,British thermal unit (thermochemical) per hour square foot degree Fahrenheit ,Unit of the heat transition coefficient according to the imperial system of units. 
N76,British thermal unit (international table) per second square foot degree Fahrenheit ,Unit of the heat transition coefficient according to the imperial system of units. 
N77,British thermal unit (thermochemical) per second square foot degree Fahrenheit ,Unit of the heat transition coefficient according to the imperial system of units. 
N78,kilowatt per square metre kelvin ,1000-fold of the derived SI unit watt divided by the product of the power of the SI base unit metre 
N79,kelvin per pascal ,SI base unit kelvin divided by the derived SI unit pascal. 
N80,watt per metre degree Celsius ,Derived SI unit watt divided by the product of the SI base unit metre and the unit for temperature d
N81,kilowatt per metre kelvin ,1000-fold of the derived SI unit watt divided by the product of the SI base unit metre and the SI ba
N82,kilowatt per metre degree Celsius ,1000-fold of the derived SI unit watt divided by the product of the SI base unit metre and the unit 
N83,metre per degree Celcius metre ,SI base unit metre divided by the product of the unit degree Celsius and the SI base unit metre. 
N84,degree Fahrenheit hour per British thermal unit (international table) ,Non SI-conforming unit of the thermal resistance according to the Imperial system of units. 
N85,degree Fahrenheit hour per British thermal unit (thermochemical) ,Non SI-conforming unit of the thermal resistance according to the Imperial system of units. 
N86,degree Fahrenheit second per British thermal unit (international table) ,Non SI-conforming unit of the thermal resistance according to the Imperial system of units. 
N87,degree Fahrenheit second per British thermal unit (thermochemical) ,Non SI-conforming unit of the thermal resistance according to the Imperial system of units. 
N88,degree Fahrenheit hour square foot per British thermal unit (international table) inch ,Unit of specific thermal resistance according to the Imperial system of units. 
N89,degree Fahrenheit hour square foot per British thermal unit (thermochemical) inch ,Unit of specific thermal resistance according to the Imperial system of units. 
N90,kilofarad ,1000-fold of the derived SI unit farad. 
N91,reciprocal joule ,Reciprocal of the derived SI unit joule. 
N92,picosiemens ,"0,000 000 000 001-fold of the derived SI unit siemens. "
N93,ampere per pascal ,SI base unit ampere divided by the derived SI unit pascal. 
N94,franklin ,"CGS (Centimetre-Gram-Second system) unit of the electrical charge, where the charge amounts to exact"
N95,ampere minute ,A unit of electric charge defining the amount of charge accumulated by a steady flow of one ampere f
N96,biot ,CGS (Centimetre-Gram-Second system) unit of the electric power which is defined by a force of 2 dyn 
N97,gilbert ,"CGS (Centimetre-Gram-Second system) unit of the magnetomotive force, which is defined by the work to"
N98,volt per pascal ,Derived SI unit volt divided by the derived SI unit pascal. 
N99,picovolt ,"0,000 000 000 001-fold of the derived SI unit volt. "
NA,milligram per kilogram ,
NAR,number of articles ,A unit of count defining the number of articles (article: item). 
NB,barge ,
NBB,number of bobbins ,
NC,car ,
NCL,number of cells ,"A unit of count defining the number of cells (cell: an enclosed or circumscribed space, cavity, or v"
ND,net barrel ,
NE,net litre ,
NEW,newton ,
NF,message ,A unit of count defining the number of messages. 
NG,net gallon (us) ,
NH,message hour ,
NI,net imperial gallon ,
NIL,nil ,A unit of count defining the number of instances of nothing. 
NIU,number of international units ,A unit of count defining the number of international units. 
NJ,number of screens ,
NL,load ,A unit of volume defining the number of loads (load: a quantity of items carried or processed at one
NMI,nautical mile ,
NMP,number of packs ,A unit of count defining the number of packs (pack: a collection of objects packaged together). 
NN,train ,
NPL,number of parcels ,
NPR,number of pairs ,A unit of count defining the number of pairs (pair: item described by two's). 
NPT,number of parts ,A unit of count defining the number of parts (part: component of a larger entity). 
NQ,mho ,
NR,micromho ,
NRL,number of rolls ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
NT,net ton ,"A unit of mass equal to 2000 pounds, see ton (US). Refer International Convention on tonnage measure"
NTT,net register ton ,"A unit of mass equal to the total cubic footage after deductions, where 1 register ton is equal to 1"
NU,newton metre ,
NV,vehicle ,
NX,part per thousand ,A unit of proportion equal to 10?³. Synonym: per mille 
NY,pound per air dry metric ton ,
OA,panel ,"A unit of count defining the number of panels (panel: a distinct, usually rectangular, section of a "
ODE,ozone depletion equivalent ,A unit of mass defining the ozone depletion potential in kilograms of a product relative to the calc
OHM,ohm ,
ON,ounce per square yard ,
ONZ,ounce (avoirdupois) ,
OP,two pack ,
OT,overtime hour ,A unit of time defining the number of overtime hours. 
OZ,ounce av ,A unit of measure equal to 1/16 of a pound or about 28.3495 grams (av = avoirdupois). Use ounce (com
OZA,fluid ounce (US) ,
OZI,fluid ounce (UK) ,
P0,page - electronic ,
P1,percent ,A unit of proportion equal to 0.01. 
P10,coulomb per metre ,Derived SI unit coulomb divided by the SI base unit metre. 
P11,kiloweber ,1000 fold of the derived SI unit weber. 
P12,gamma ,Unit of magnetic flow density. 
P13,kilotesla ,1000-fold of the derived SI unit tesla. 
P14,joule per second ,Quotient of the derived SI unit joule divided by the SI base unit second. 
P15,joule per minute ,Quotient from the derived SI unit joule divided by the unit minute. 
P16,joule per hour ,Quotient from the derived SI unit joule divided by the unit hour. 
P17,joule per day ,Quotient from the derived SI unit joule divided by the unit day. 
P18,kilojoule per second ,Quotient from the 1000-fold of the derived SI unit joule divided by the SI base unit second. 
P19,kilojoule per minute ,Quotient from the 1000-fold of the derived SI unit joule divided by the unit minute. 
P2,pound per foot ,
P20,kilojoule per hour ,Quotient from the 1000-fold of the derived SI unit joule divided by the unit hour. 
P21,kilojoule per day ,Quotient from the 1000-fold of the derived SI unit joule divided by the unit day. 
P22,nanoohm ,"0,000 000 001-fold of the derived SI unit ohm. "
P23,ohm circular-mil per foot ,Unit of resistivity. 
P24,kilohenry ,1000-fold of the derived SI unit henry. 
P25,lumen per square foot ,Derived SI unit lumen divided by the power of the unit foot according to the Anglo-American and Impe
P26,phot ,"CGS (Centimetre-Gram-Second system) unit of luminance, defined as lumen by square centimetre. "
P27,footcandle ,"Non SI conform traditional unit, defined as density of light which impinges on a surface which has a"
P28,candela per square inch ,SI base unit candela divided by the power of unit inch according to the Anglo-American and Imperial 
P29,footlambert ,"Unit of the luminance according to the Anglo-American system of units, defined as emitted or reflect"
P3,three pack ,
P30,lambert ,"CGS (Centimetre-Gram-Second system) unit of luminance, defined as the emitted or reflected luminance"
P31,stilb ,"CGS (Centimetre-Gram-Second system) unit of luminance, defined as emitted or reflected luminance by "
P32,candela per square foot ,Base unit SI candela divided by the power of the unit foot according to the Anglo-American and Imper
P33,kilocandela ,1000-fold of the SI base unit candela. 
P34,millicandela ,"0,001-fold of the SI base unit candela. "
P35,Hefner-Kerze ,"Obsolete, non-legal unit of the power in Germany relating to DIN 1301-3:1979: 1 HK = 0,903 cd. "
P36,international candle ,"Obsolete, non-legal unit of the power in Germany relating to DIN 1301-3:1979: 1 HK = 1,019 cd. "
P37,British thermal unit (international table) per square foot ,Unit of the areal-related energy transmission according to the Imperial system of units. 
P38,British thermal unit (thermochemical) per square foot ,Unit of the areal-related energy transmission according to the Imperial system of units. 
P39,calorie (thermochemical) per square centimetre ,Unit of the areal-related energy transmission according to the Imperial system of units. 
P4,four pack ,
P40,langley ,CGS (Centimetre-Gram-Second system) unit of the areal-related energy transmission (as a measure of t
P41,decade (logarithmic) ,"1 Dec := log2 10  3,32 according to the logarithm for frequency range between f1 and f2, when f2/f1"
P42,pascal squared second ,Unit of the set as a product of the power of derived SI unit pascal with exponent 2 and the SI base 
P43,bel per metre ,Unit bel divided by the SI base unit metre. 
P44,pound mole ,Non SI-conforming unit of quantity of a substance relating that one pound mole of a chemical composi
P45,pound mole per second ,Non SI-conforming unit of the power of the amount of substance non-SI compliant unit of the molar fl
P46,pound mole per minute ,Non SI-conforming unit of the power of the amount of substance non-SI compliant unit of the molar fl
P47,kilomole per kilogram ,1000-fold of the SI base unit mol divided by the SI base unit kilogram. 
P48,pound mole per pound ,Non SI-conforming unit of the material molar flux divided by the avoirdupois pound for mass accordin
P49,newton square metre per ampere ,Product of the derived SI unit newton and the power of SI base unit metre with exponent 2 divided by
P5,five pack ,A unit of count defining the number of five-packs (five-pack: set of five items packaged together). 
P50,weber metre ,Product of the derived SI unit weber and SI base unit metre. 
P51,mol per kilogram pascal ,SI base unit mol divided by the product of the SI base unit kilogram and the derived SI unit pascal.
P52,mol per cubic metre pascal ,SI base unit mol divided by the product of the power from the SI base unit metre with exponent 3 and
P53,unit pole ,CGS (Centimetre-Gram-Second system) unit for magnetic flux of a magnetic pole (according to the inte
P54,milligray per second ,"0,001-fold of the derived SI unit gray divided by the SI base unit second. "
P55,microgray per second ,"0,000 001-fold of the derived SI unit gray divided by the SI base unit second. "
P56,nanogray per second ,"0,000 000 001-fold of the derived SI unit gray divided by the SI base unit second. "
P57,gray per minute ,SI derived unit gray divided by the unit minute. 
P58,milligray per minute ,"0,001-fold of the derived SI unit gray divided by the unit minute. "
P59,microgray per minute ,"0,000 001-fold of the derived SI unit gray divided by the unit minute. "
P6,six pack ,
P60,nanogray per minute ,"0,000 000 001-fold of the derived SI unit gray divided by the unit minute. "
P61,gray per hour ,SI derived unit gray divided by the unit hour. 
P62,milligray per hour ,"0,001-fold of the derived SI unit gray divided by the unit hour. "
P63,microgray per hour ,"0,000 001-fold of the derived SI unit gray divided by the unit hour. "
P64,nanogray per hour ,"0,000 000 001-fold of the derived SI unit gray divided by the unit hour. "
P65,sievert per second ,Derived SI unit sievert divided by the SI base unit second. 
P66,millisievert per second ,"0,001-fold of the derived SI unit sievert divided by the SI base unit second. "
P67,microsievert per second ,"0,000 001-fold of the derived SI unit sievert divided by the SI base unit second. "
P68,nanosievert per second ,"0,000 000 001-fold of the derived SI unit sievert divided by the SI base unit second. "
P69,rem per second ,"Unit for the equivalent tin rate relating to DIN 1301-3:1979: 1 rem/s = 0,01 J/(kg·s) = 1 Sv/s. "
P7,seven pack ,
P70,sievert per hour ,Derived SI unit sievert divided by the unit hour. 
P71,millisievert per hour ,"0,001-fold of the derived SI unit sievert divided by the unit hour. "
P72,microsievert per hour ,"0,000 001-fold of the derived SI unit sievert divided by the unit hour. "
